pk_interaction,fk_client,fk_produit,fk_canal,fk_type_transaction,fk_gestionnaire,fk_compte,fk_statut,fk_date,montant_transaction,frais_transaction,solde,nombre_operations,date_interaction
27507,1010630769,17,1,6,20050,14074281624,1,2025-08-31,11088,107,187412,1,2025-08-31
27508,1010630769,26,2,4,20050,14074281624,1,2025-05-29,4252919,72252,187412,1,2025-05-29
27509,1010630769,11,1,5,20050,15239170056,1,2026-07-15,4320,49,565010,1,2026-07-15
27510,1010630769,20,1,3,20050,15239170056,1,2024-07-27,4829311,87621,565010,1,2024-07-27
27511,1010630769,1,2,4,20050,15239170056,1,2024-07-25,533024,2407,565010,1,2024-07-25
27512,1010630769,9,1,2,20050,14074281624,1,2025-07-04,727465,2340,187412,1,2025-07-04
27513,1010630769,29,1,1,20050,14074281624,1,2025-04-09,1232733,15136,187412,1,2025-04-09
27514,1010630769,27,2,13,20050,15239170056,2,2026-07-03,1140219,18628,565010,1,2026-07-03
27515,1010630769,30,2,3,20050,14074281624,1,2025-05-09,432921,2395,187412,2,2025-05-09
27516,1010630769,8,1,2,20050,14074281624,1,2026-03-01,977321,10508,187412,1,2026-03-01
27517,1010630769,8,1,7,20050,14074281624,1,2026-03-14,286480,590,187412,2,2026-03-14
27518,1010630769,2,2,12,20050,14074281624,1,2026-02-23,35249,224,187412,1,2026-02-23
27519,1010630769,25,2,12,20050,14074281624,1,2025-04-13,89184,987,187412,1,2025-04-13
27520,1010630769,9,2,2,20050,15239170056,1,2025-10-12,971158,14696,565010,1,2025-10-12
27521,1010630769,9,1,10,20050,15239170056,1,2025-11-11,0,0,565010,1,2025-11-11
27522,1010630769,18,1,10,20050,15239170056,1,2026-08-03,0,0,565010,1,2026-08-03
27523,1010630769,32,2,8,20050,15239170056,1,2025-04-17,240111,668,565010,1,2025-04-17
27524,1010630769,2,2,3,20050,14074281624,1,2025-06-18,2139768,37373,187412,1,2025-06-18
27525,1010630769,28,2,12,20050,14074281624,1,2025-12-02,12586,112,187412,1,2025-12-02
27526,1010630769,1,1,4,20050,15239170056,1,2024-09-14,471641,8974,565010,1,2024-09-14
27527,1010630769,10,1,10,20050,14074281624,1,2024-11-10,0,0,187412,1,2024-11-10
27528,1010630769,6,1,10,20050,15239170056,1,2026-01-24,0,0,565010,1,2026-01-24
27529,1010630769,23,1,11,20050,14074281624,1,2024-08-11,0,0,187412,1,2024-08-11
27530,1010630769,30,1,9,20050,15239170056,1,2026-05-15,296614,3324,565010,1,2026-05-15
27531,1010630769,1,2,10,20050,15239170056,1,2024-09-29,0,0,565010,1,2024-09-29
27532,1010630769,15,1,9,20050,14074281624,1,2025-02-15,217620,2095,187412,1,2025-02-15
27533,1010630769,17,1,5,20050,15239170056,1,2025-11-24,296107,5885,565010,1,2025-11-24
27534,1010630769,22,1,10,20050,14074281624,1,2025-04-03,0,0,187412,1,2025-04-03
27535,1010630769,18,1,3,20050,14074281624,1,2026-07-24,2511005,6273,187412,1,2026-07-24
27536,9869070090,27,1,12,20011,58940255853,1,2025-11-27,27598,256,6466036,1,2025-11-27
27537,9869070090,18,1,6,20011,58940255853,1,2024-10-09,18216,319,6466036,1,2024-10-09
27538,9869070090,22,1,10,20011,58940255853,1,2025-09-21,0,0,6466036,1,2025-09-21
27539,9869070090,2,2,4,20011,58940255853,5,2025-06-18,28741,372,6466036,3,2025-06-18
27540,9869070090,26,2,12,20011,58940255853,1,2026-05-07,64108,14,6466036,1,2026-05-07
27541,6069729528,25,2,12,20009,85015330191,1,2026-03-26,93383,1613,3054065,1,2026-03-26
27542,6069729528,18,1,6,20009,12548183918,1,2026-06-09,15980,190,0,1,2026-06-09
27543,6069729528,9,1,2,20009,85015330191,1,2026-08-04,93865,1127,3054065,1,2026-08-04
27544,6069729528,18,1,10,20009,85015330191,1,2024-01-29,0,0,3054065,1,2024-01-29
27545,6069729528,2,1,10,20009,12548183918,1,2026-02-25,0,0,0,1,2026-02-25
27546,1592656949,25,2,13,20070,11352008220,1,2026-07-25,576814,548,89205,1,2026-07-25
27547,1592656949,4,2,3,20070,11352008220,3,2026-03-14,3565080,70183,89205,1,2026-03-14
27548,1592656949,16,1,2,20070,11352008220,1,2024-02-06,475364,5832,89205,1,2024-02-06
27549,1592656949,20,1,6,20070,11352008220,1,2025-11-22,8303,79,89205,1,2025-11-22
27550,1592656949,13,1,8,20070,11352008220,4,2025-04-14,763851,5480,89205,1,2025-04-14
27551,1592656949,30,2,3,20070,11352008220,1,2026-07-16,4798665,28901,89205,1,2026-07-16
27552,1592656949,26,2,13,20070,11352008220,1,2024-11-12,325365,577,89205,1,2024-11-12
27553,1592656949,25,2,13,20070,11352008220,3,2025-12-19,1024103,19678,89205,1,2025-12-19
27554,1592656949,19,1,5,20070,11352008220,1,2025-12-30,67465,481,89205,1,2025-12-30
27555,1592656949,28,1,12,20070,11352008220,1,2024-09-26,28605,56,89205,3,2024-09-26
27556,1592656949,8,2,10,20070,11352008220,1,2025-11-11,0,0,89205,1,2025-11-11
27557,1592656949,24,2,4,20070,11352008220,1,2026-08-28,4809234,43032,89205,1,2026-08-28
27558,1592656949,27,1,12,20070,11352008220,1,2026-06-20,62173,1101,89205,1,2026-06-20
27559,1592656949,4,2,2,20070,11352008220,1,2024-10-01,509426,2247,89205,1,2024-10-01
27560,1592656949,10,1,5,20070,11352008220,1,2024-04-25,117532,1056,89205,1,2024-04-25
27561,1592656949,23,1,10,20070,11352008220,1,2025-11-29,0,0,89205,1,2025-11-29
27562,1592656949,25,2,12,20070,11352008220,1,2024-10-17,8046,27,89205,1,2024-10-17
27563,1592656949,30,2,9,20070,11352008220,1,2026-04-18,70190,805,89205,1,2026-04-18
27564,1592656949,13,1,2,20070,11352008220,1,2026-06-07,189530,1137,89205,1,2026-06-07
27565,4731362698,24,2,13,20059,20128394989,1,2025-10-14,287512,1568,709042025,1,2025-10-14
27566,4731362698,7,1,2,20059,20128394989,1,2025-01-01,891721,644,709042025,1,2025-01-01
27567,4731362698,15,1,7,20059,20128394989,1,2025-06-12,249891,403,709042025,1,2025-06-12
27568,4731362698,7,1,10,20059,20128394989,1,2025-08-26,0,0,709042025,1,2025-08-26
27569,4731362698,5,1,4,20059,20128394989,1,2025-09-12,702153,3409,709042025,1,2025-09-12
27570,4731362698,7,2,2,20059,20128394989,1,2026-08-05,525032,8241,709042025,1,2026-08-05
27571,4731362698,10,1,5,20059,20128394989,1,2025-11-09,79030,1161,709042025,1,2025-11-09
27572,4731362698,29,2,3,20059,20128394989,1,2026-04-30,1315887,7445,709042025,1,2026-04-30
27573,4731362698,28,2,3,20059,20128394989,3,2025-11-09,866910,6960,709042025,1,2025-11-09
27574,4731362698,32,2,9,20059,20128394989,1,2025-05-09,898127,7808,709042025,3,2025-05-09
27575,4731362698,4,2,10,20059,20128394989,3,2025-02-18,0,0,709042025,1,2025-02-18
27576,4731362698,21,1,11,20059,20128394989,4,2024-04-30,0,0,709042025,1,2024-04-30
27577,4731362698,26,2,4,20059,20128394989,1,2026-05-15,1379734,9923,709042025,1,2026-05-15
27578,4731362698,11,1,5,20059,20128394989,1,2025-06-05,54003,1049,709042025,1,2025-06-05
27579,4731362698,30,2,8,20059,20128394989,1,2026-07-17,449394,2729,709042025,1,2026-07-17
27580,4731362698,12,1,5,20059,20128394989,1,2024-11-09,185523,1677,709042025,1,2024-11-09
27581,4731362698,32,2,8,20059,20128394989,1,2024-07-15,371117,944,709042025,1,2024-07-15
27582,4731362698,17,1,6,20059,20128394989,1,2026-07-04,18573,167,709042025,1,2026-07-04
27583,4731362698,26,1,4,20059,20128394989,1,2026-04-11,4902274,68344,709042025,1,2026-04-11
27584,4731362698,23,1,11,20059,20128394989,1,2025-01-25,0,0,709042025,1,2025-01-25
27585,4731362698,17,1,3,20059,20128394989,1,2025-02-20,2430110,42249,709042025,1,2025-02-20
27586,4731362698,20,1,5,20059,20128394989,1,2024-11-08,201309,1981,709042025,1,2024-11-08
27587,4731362698,27,1,12,20059,20128394989,1,2025-12-20,11772,85,709042025,3,2025-12-20
27588,4731362698,32,2,8,20059,20128394989,1,2024-01-03,581457,6658,709042025,1,2024-01-03
27589,4731362698,10,1,11,20059,20128394989,1,2026-06-12,0,0,709042025,1,2026-06-12
27590,4731362698,1,2,12,20059,20128394989,1,2025-01-13,87873,1457,709042025,1,2025-01-13
27591,4731362698,25,2,12,20059,20128394989,1,2025-10-11,3558,69,709042025,1,2025-10-11
27592,4731362698,26,2,4,20059,20128394989,1,2025-05-31,2150701,16706,709042025,1,2025-05-31
27593,4731362698,13,1,7,20059,20128394989,1,2025-09-10,311140,3637,709042025,1,2025-09-10
27594,4731362698,17,1,6,20059,20128394989,1,2024-12-29,16053,64,709042025,1,2024-12-29
27595,4731362698,16,1,2,20059,20128394989,1,2025-05-24,488108,9465,709042025,1,2025-05-24
27596,4731362698,25,2,4,20059,20128394989,1,2026-07-31,3111166,54541,709042025,1,2026-07-31
27597,4731362698,4,2,1,20059,20128394989,3,2024-10-04,1141476,8945,709042025,1,2024-10-04
27598,4731362698,26,2,4,20059,20128394989,1,2026-05-09,625356,3320,709042025,1,2026-05-09
27599,4731362698,29,1,3,20059,20128394989,1,2024-08-18,2140605,23943,709042025,1,2024-08-18
27600,4731362698,1,2,3,20059,20128394989,1,2024-03-13,3427169,30499,709042025,1,2024-03-13
27601,4731362698,5,2,3,20059,20128394989,1,2024-05-02,2141614,20830,709042025,1,2024-05-02
27602,4731362698,22,1,11,20059,20128394989,1,2026-07-19,0,0,709042025,1,2026-07-19
27603,4731362698,10,1,3,20059,20128394989,1,2025-01-02,347485,927,709042025,1,2025-01-02
27604,4731362698,32,1,3,20059,20128394989,1,2026-06-18,1378077,21983,709042025,1,2026-06-18
27605,4731362698,32,2,8,20059,20128394989,1,2026-08-29,624562,1109,709042025,3,2026-08-29
27606,4731362698,31,1,3,20059,20128394989,1,2026-01-12,1875581,25078,709042025,1,2026-01-12
27607,4731362698,7,1,7,20059,20128394989,1,2024-04-26,316224,5109,709042025,1,2024-04-26
27608,4731362698,23,1,11,20059,20128394989,1,2025-09-23,0,0,709042025,1,2025-09-23
27609,4731362698,21,1,11,20059,20128394989,1,2024-09-19,0,0,709042025,1,2024-09-19
27610,4731362698,18,2,10,20059,20128394989,1,2026-06-25,0,0,709042025,1,2026-06-25
27611,4731362698,13,2,2,20059,20128394989,1,2024-03-11,596908,1099,709042025,1,2024-03-11
27612,4731362698,30,1,9,20059,20128394989,1,2025-01-29,941961,12973,709042025,2,2025-01-29
27613,4731362698,11,1,10,20059,20128394989,1,2026-02-18,0,0,709042025,1,2026-02-18
27614,4731362698,25,2,4,20059,20128394989,1,2026-02-27,653103,10139,709042025,1,2026-02-27
27615,4731362698,23,1,10,20059,20128394989,1,2025-03-22,0,0,709042025,1,2025-03-22
27616,4731362698,31,1,9,20059,20128394989,1,2025-01-10,123419,1153,709042025,1,2025-01-10
27617,4731362698,10,1,5,20059,20128394989,1,2024-06-04,230448,479,709042025,1,2024-06-04
27618,4731362698,20,1,10,20059,20128394989,1,2025-09-02,0,0,709042025,1,2025-09-02
27619,4731362698,20,1,3,20059,20128394989,1,2024-12-28,1431159,24468,709042025,1,2024-12-28
27620,4731362698,19,1,5,20059,20128394989,1,2026-01-17,159721,2960,709042025,1,2026-01-17
27621,4731362698,21,1,10,20059,20128394989,1,2026-07-08,0,0,709042025,1,2026-07-08
27622,4731362698,1,2,10,20059,20128394989,1,2025-09-01,0,0,709042025,1,2025-09-01
27623,4731362698,12,1,5,20059,20128394989,1,2025-11-17,160695,1112,709042025,1,2025-11-17
27624,4731362698,27,2,4,20059,20128394989,1,2024-10-29,128767,1681,709042025,1,2024-10-29
27625,4731362698,21,1,10,20059,20128394989,1,2026-04-04,0,0,709042025,1,2026-04-04
27626,4731362698,27,2,12,20059,20128394989,1,2025-10-01,2830,21,709042025,1,2025-10-01
27627,4731362698,19,1,10,20059,20128394989,1,2025-11-24,0,0,709042025,1,2025-11-24
27628,4731362698,2,2,12,20059,20128394989,1,2026-02-23,96424,1738,709042025,1,2026-02-23
27629,4731362698,27,2,13,20059,20128394989,1,2025-06-09,1000448,14374,709042025,1,2025-06-09
27630,4731362698,12,1,11,20059,20128394989,1,2025-10-15,0,0,709042025,1,2025-10-15
27631,4731362698,5,1,2,20059,20128394989,1,2025-04-09,431335,4307,709042025,2,2025-04-09
27632,4731362698,9,1,2,20059,20128394989,1,2024-03-04,576606,1824,709042025,1,2024-03-04
27633,4731362698,6,1,7,20059,20128394989,1,2024-12-24,71344,895,709042025,1,2024-12-24
27634,4731362698,25,2,13,20059,20128394989,1,2026-01-22,1539244,13710,709042025,1,2026-01-22
27635,4731362698,10,1,10,20059,20128394989,1,2024-06-20,0,0,709042025,1,2024-06-20
27636,4731362698,21,1,10,20059,20128394989,1,2026-05-26,0,0,709042025,1,2026-05-26
27637,4731362698,8,1,2,20059,20128394989,1,2025-02-28,627982,8224,709042025,1,2025-02-28
27638,4731362698,31,2,3,20059,20128394989,1,2024-02-12,2818829,7973,709042025,1,2024-02-12
27639,4731362698,25,2,12,20059,20128394989,1,2025-05-13,75097,1339,709042025,1,2025-05-13
27640,4731362698,32,2,8,20059,20128394989,1,2026-03-20,899478,14046,709042025,1,2026-03-20
27641,4731362698,17,1,3,20059,20128394989,1,2026-09-12,3373209,41196,709042025,1,2026-09-12
27642,4731362698,8,1,7,20059,20128394989,1,2025-02-05,174219,773,709042025,1,2025-02-05
27643,3926337359,8,2,7,20080,82712417156,1,2026-03-04,409458,3681,329358,1,2026-03-04
27644,3926337359,10,1,11,20080,82712417156,1,2024-05-01,0,0,329358,1,2024-05-01
27645,3926337359,18,2,3,20080,82712417156,1,2025-02-06,1860197,9324,329358,1,2025-02-06
27646,3926337359,20,1,6,20080,82712417156,1,2025-06-24,9979,104,329358,1,2025-06-24
27647,3926337359,21,1,11,20080,82712417156,1,2026-08-14,0,0,329358,1,2026-08-14
27648,3926337359,30,2,3,20080,59163010595,4,2024-09-27,3493027,60207,1656202,1,2024-09-27
27649,3926337359,23,1,11,20080,82712417156,1,2025-06-28,0,0,329358,1,2025-06-28
27650,3926337359,3,2,10,20080,59163010595,1,2024-03-31,0,0,1656202,1,2024-03-31
27651,3926337359,6,1,2,20080,82712417156,1,2025-06-09,902201,8849,329358,1,2025-06-09
27652,3926337359,27,1,13,20080,82712417156,2,2025-10-25,1931881,31781,329358,1,2025-10-25
27653,3926337359,22,1,11,20080,82712417156,1,2025-05-31,0,0,329358,1,2025-05-31
27654,3926337359,28,1,1,20080,82712417156,1,2024-05-24,1474280,8149,329358,1,2024-05-24
27655,3926337359,9,1,10,20080,59163010595,1,2024-08-20,0,0,1656202,1,2024-08-20
27656,3926337359,11,1,10,20080,59163010595,1,2024-03-11,0,0,1656202,1,2024-03-11
27657,3926337359,32,2,3,20080,82712417156,1,2025-03-17,1787887,10994,329358,1,2025-03-17
27658,3926337359,28,2,12,20080,59163010595,1,2026-04-14,81649,1247,1656202,1,2026-04-14
27659,3926337359,10,1,5,20080,82712417156,1,2026-04-08,55969,831,329358,1,2026-04-08
27660,3926337359,24,2,4,20080,82712417156,1,2025-03-17,663598,31,329358,3,2025-03-17
27661,3926337359,18,1,6,20080,59163010595,1,2025-02-25,14456,164,1656202,1,2025-02-25
27662,3926337359,7,1,7,20080,82712417156,1,2025-05-30,363254,1060,329358,1,2025-05-30
27663,3926337359,26,2,13,20080,82712417156,1,2024-08-11,56830,510,329358,1,2024-08-11
27664,3926337359,7,2,7,20080,59163010595,2,2025-04-02,283277,1410,1656202,1,2025-04-02
27665,3926337359,21,1,10,20080,82712417156,1,2026-03-22,0,0,329358,1,2026-03-22
27666,3926337359,3,2,1,20080,82712417156,1,2025-06-23,1688524,28657,329358,1,2025-06-23
27667,3926337359,2,2,4,20080,82712417156,1,2025-12-24,1417710,573,329358,1,2025-12-24
27668,3926337359,1,2,4,20080,59163010595,3,2026-01-26,2853623,42923,1656202,1,2026-01-26
27669,3926337359,10,1,3,20080,82712417156,1,2025-12-22,4497251,36115,329358,1,2025-12-22
27670,3926337359,31,2,3,20080,59163010595,1,2025-01-27,3316326,4276,1656202,1,2025-01-27
27671,3926337359,5,2,10,20080,59163010595,1,2025-09-15,0,0,1656202,1,2025-09-15
27672,3926337359,9,2,2,20080,82712417156,1,2026-03-21,883009,15703,329358,1,2026-03-21
27673,3926337359,17,1,3,20080,82712417156,1,2024-06-26,4020147,59544,329358,1,2024-06-26
27674,3926337359,15,1,9,20080,82712417156,1,2026-05-11,819616,9910,329358,1,2026-05-11
27675,1962426711,18,2,10,20072,27594080774,1,2025-02-09,0,0,138996,1,2025-02-09
27676,1962426711,14,1,2,20072,27594080774,1,2024-11-18,955436,11455,138996,1,2024-11-18
27677,1962426711,21,1,10,20072,27594080774,1,2024-06-03,0,0,138996,1,2024-06-03
27678,1962426711,20,1,6,20072,27594080774,1,2025-04-19,11293,46,138996,1,2025-04-19
27679,1962426711,21,1,11,20072,27594080774,3,2025-09-29,0,0,138996,1,2025-09-29
27680,1962426711,16,1,1,20072,27594080774,1,2026-07-16,998223,4512,138996,3,2026-07-16
27681,1962426711,25,2,4,20072,27594080774,1,2025-06-02,1785610,19463,138996,1,2025-06-02
27682,1962426711,24,2,4,20072,27594080774,1,2024-01-31,1926326,30034,138996,1,2024-01-31
27683,1962426711,25,1,4,20072,27594080774,1,2025-06-03,3910757,7415,138996,1,2025-06-03
27684,1962426711,13,1,1,20072,27594080774,1,2026-05-06,675550,12170,138996,1,2026-05-06
27685,1962426711,13,1,6,20072,27594080774,1,2024-11-19,4034,60,138996,1,2024-11-19
27686,1962426711,24,2,4,20072,27594080774,1,2026-02-28,4275251,46731,138996,1,2026-02-28
27687,1962426711,30,1,8,20072,27594080774,1,2026-06-24,940919,7885,138996,2,2026-06-24
27688,1962426711,19,1,5,20072,27594080774,3,2024-10-13,170517,340,138996,1,2024-10-13
27689,1962426711,29,1,3,20072,27594080774,1,2026-05-30,2420587,8239,138996,1,2026-05-30
27690,1962426711,17,1,5,20072,27594080774,1,2024-06-04,19333,179,138996,1,2024-06-04
27691,1962426711,27,2,13,20072,27594080774,1,2024-04-09,1043869,6080,138996,1,2024-04-09
27692,1962426711,32,2,3,20072,27594080774,1,2026-07-28,3734751,4513,138996,1,2026-07-28
27693,1962426711,5,2,2,20072,27594080774,1,2026-04-05,599260,8000,138996,1,2026-04-05
27694,1962426711,26,2,13,20072,27594080774,1,2025-12-25,531805,9373,138996,1,2025-12-25
27695,1190327735,30,1,9,20056,10976152308,1,2024-10-04,654738,8002,0,1,2024-10-04
27696,1190327735,1,2,3,20056,10976152308,1,2025-07-03,414574,2866,0,1,2025-07-03
27697,1190327735,22,1,10,20056,10976152308,1,2025-01-30,0,0,0,1,2025-01-30
27698,1190327735,21,1,11,20056,10976152308,1,2026-07-30,0,0,0,1,2026-07-30
27699,1190327735,23,1,10,20056,10976152308,1,2026-05-29,0,0,0,1,2026-05-29
27700,1190327735,18,1,5,20056,10976152308,2,2024-03-02,267685,2307,0,1,2024-03-02
27701,2826131506,4,2,10,20067,28766935752,1,2024-10-24,0,0,1369806,1,2024-10-24
27702,2826131506,17,1,6,20067,28766935752,1,2024-11-21,19469,110,1369806,1,2024-11-21
27703,2826131506,4,2,1,20067,28766935752,1,2024-11-22,612739,1592,1369806,1,2024-11-22
27704,2826131506,15,2,7,20067,28766935752,1,2024-01-12,430877,4808,1369806,1,2024-01-12
27705,2628359715,8,1,2,20036,22731121634,1,2026-07-17,995644,10037,168838,1,2026-07-17
27706,2628359715,8,1,10,20036,22731121634,1,2026-06-19,0,0,168838,1,2026-06-19
27707,2628359715,22,1,11,20036,22731121634,1,2025-10-13,0,0,168838,1,2025-10-13
27708,2628359715,21,1,11,20036,22731121634,1,2025-10-21,0,0,168838,1,2025-10-21
27709,2628359715,24,2,12,20036,22731121634,1,2026-03-23,16185,115,168838,1,2026-03-23
27710,2628359715,5,2,10,20036,22731121634,1,2026-07-10,0,0,168838,1,2026-07-10
27711,2628359715,14,1,2,20036,22731121634,1,2025-09-18,359722,3337,168838,1,2025-09-18
27712,2628359715,20,1,10,20036,22731121634,1,2025-04-30,0,0,168838,1,2025-04-30
27713,2628359715,24,2,4,20036,22731121634,1,2026-06-24,3387394,22812,168838,1,2026-06-24
27714,2628359715,4,2,12,20036,22731121634,1,2025-07-04,27399,355,168838,1,2025-07-04
27715,2628359715,2,1,4,20036,22731121634,1,2025-03-02,2286777,17171,168838,1,2025-03-02
27716,2628359715,4,2,2,20036,22731121634,1,2025-11-24,531146,5199,168838,3,2025-11-24
27717,2628359715,23,1,11,20036,22731121634,1,2024-10-06,0,0,168838,1,2024-10-06
27718,2628359715,31,1,3,20036,22731121634,1,2025-04-22,4717918,53919,168838,1,2025-04-22
27719,2628359715,16,1,8,20036,22731121634,1,2025-09-08,846906,14133,168838,1,2025-09-08
27720,2628359715,7,1,2,20036,22731121634,1,2025-11-26,855565,15472,168838,1,2025-11-26
27721,2628359715,10,1,3,20036,22731121634,1,2024-07-20,4383738,8389,168838,1,2024-07-20
27722,2628359715,22,1,11,20036,22731121634,1,2026-08-14,0,0,168838,1,2026-08-14
27723,2628359715,22,1,11,20036,22731121634,1,2024-03-17,0,0,168838,1,2024-03-17
27724,2628359715,4,2,12,20036,22731121634,1,2024-06-01,81162,683,168838,1,2024-06-01
27725,2628359715,32,2,9,20036,22731121634,5,2024-12-13,129674,1587,168838,1,2024-12-13
27726,2628359715,6,2,7,20036,22731121634,2,2026-05-03,64988,278,168838,1,2026-05-03
27727,2628359715,29,1,3,20036,22731121634,1,2025-09-09,1117049,3300,168838,1,2025-09-09
27728,2628359715,7,1,2,20036,22731121634,1,2026-01-18,906687,79,168838,1,2026-01-18
27729,2628359715,5,2,1,20036,22731121634,1,2025-07-12,948138,6370,168838,1,2025-07-12
27730,7806845841,25,2,13,20002,18905988836,1,2025-11-26,484563,1779,121708,1,2025-11-26
27731,7806845841,27,2,4,20002,18905988836,1,2026-04-30,3299163,21474,121708,1,2026-04-30
27732,7806845841,30,2,3,20002,18905988836,1,2026-05-31,2110874,156,121708,1,2026-05-31
27733,7831553994,30,1,3,20075,91310291779,1,2026-06-17,3703471,60253,41505,1,2026-06-17
27734,7831553994,25,2,12,20075,91310291779,1,2024-12-02,72348,603,41505,1,2024-12-02
27735,7831553994,13,1,6,20075,91310291779,1,2024-08-27,2691,31,41505,1,2024-08-27
27736,7831553994,19,1,10,20075,91310291779,1,2025-05-05,0,0,41505,1,2025-05-05
27737,7831553994,23,1,10,20075,91310291779,1,2026-01-30,0,0,41505,1,2026-01-30
27738,7831553994,31,2,9,20075,91310291779,1,2026-01-27,968480,13603,41505,1,2026-01-27
27739,7831553994,11,1,11,20075,91310291779,4,2024-12-09,0,0,41505,1,2024-12-09
27740,1743452671,28,1,1,20032,25781112987,1,2025-02-04,1359102,7089,234494,1,2025-02-04
27741,1743452671,15,1,1,20032,25781112987,1,2025-11-19,534317,3348,234494,1,2025-11-19
27742,1743452671,13,1,7,20032,25781112987,1,2026-03-07,451192,6052,234494,1,2026-03-07
27743,1743452671,1,2,1,20032,25781112987,1,2024-02-02,1529662,10997,234494,2,2024-02-02
27744,1743452671,6,1,7,20032,25781112987,1,2025-10-06,293446,3906,234494,1,2025-10-06
27745,1743452671,30,2,3,20032,25781112987,1,2025-12-15,4425432,19880,234494,1,2025-12-15
27746,1743452671,2,1,4,20032,25781112987,1,2026-05-15,1041409,17083,234494,1,2026-05-15
27747,1743452671,22,1,11,20032,25781112987,1,2025-06-21,0,0,234494,1,2025-06-21
27748,6015788089,22,1,10,20010,73132133489,1,2025-05-07,0,0,9109288,1,2025-05-07
27749,6015788089,18,1,3,20010,73132133489,1,2025-09-11,3604760,38928,9109288,1,2025-09-11
